1,55.6891561,-4.3580354,252.0993396
2,55.6866291,-4.3518556,252.8480128
3,55.6952387,-4.3633451,246.1840759
4,55.6934182,-4.3555815,253.050163
5,55.6859453,-4.3414069,253.8466233
6,55.6896599,-4.3292643,258.9203722
7,55.6964595,-4.3525545,260.4118357
8,55.7028635,-4.3566589,264.2548004
9,55.7045988,-4.351543,266.4294502
10,55.7028327,-4.3463191,270.9326743
11,55.7004356,-4.3407223,268.6676497
12,55.6941866,-4.3231996,268.6015699
13,55.6913359,-4.3185243,278.4568914
14,55.6890699,-4.3130225,281.7150711
15,55.687036,-4.3079828,277.7136106
16,55.6840153,-4.3021339,276.6702706
17,55.6811411,-4.2990084,267.6552269
18,55.6788471,-4.2912424,282.1195912
19,55.6802265,-4.284701,295.32164
20,55.6621995,-4.2430467,276.45227
21,55.6572329,-4.2390082,261.195322
22,55.655983,-4.23264,267.4407404
23,55.6552007,-4.2252601,258.7189118
24,55.7072954,-4.3467533,266.5197281
25,55.7052446,-4.3407187,277.9603724
26,55.7030703,-4.3359135,280.810061
27,55.6976605,-4.3226198,268.7213429
28,55.6959594,-4.3175033,279.1249406
29,55.693707,-4.3109932,289.3631694
30,55.6916351,-4.3072165,295.1009776
31,55.6892417,-4.3020673,290.2645472
32,55.686783,-4.2961061,278.2111559
33,55.6824166,-4.2928225,286.3200438
34,55.6834495,-4.2855856,295.1355132
35,55.6811579,-4.278979,298.529159
36,55.6715497,-4.2544861,309.9424744
37,55.6661212,-4.2424683,288.6236895
38,55.6609738,-4.235968,265.4990683
39,55.6599369,-4.2287444,260.8634264
40,55.709604,-4.3405915,276.8105948
41,55.707633,-4.3355056,282.5647919
42,55.7055452,-4.3311005,287.4978584
43,55.7028807,-4.324213,280.3060975
44,55.6993045,-4.3143019,270.9157856
45,55.6967215,-4.3092599,287.0418085
46,55.6947572,-4.3042233,301.5436871
47,55.6926624,-4.2996525,299.7392856
48,55.6843457,-4.2743357,325.0154968
49,55.675235,-4.2540233,322.2076018
50,55.6711314,-4.2483185,304.3046731
51,55.6702948,-4.2409682,305.7277096
52,55.6652753,-4.2350285,277.9686555
53,55.7110533,-4.3344017,284.3857152
54,55.7088114,-4.3295326,281.3742864
55,55.7064078,-4.3230131,279.0730556
56,55.7042633,-4.3172703,290.1040593
57,55.7015483,-4.3107464,272.7102463
58,55.6990821,-4.3044755,290.5009676
59,55.6971032,-4.2986192,300.7797826
60,55.6860098,-4.2686835,333.2449521
61,55.6818222,-4.2677539,323.7725499
62,55.6804064,-4.2599478,318.0912256
63,55.6786507,-4.2522976,317.8709557
64,55.6746522,-4.2470829,327.5917319
65,55.6733765,-4.2389081,334.8632078
66,55.6691352,-4.2352871,293.084139
67,55.6678309,-4.2265987,274.0872752
68,55.7140006,-4.3293389,269.9161866
69,55.7117636,-4.3240196,275.426096
70,55.7097654,-4.3183438,269.2819897
71,55.7070772,-4.3134281,283.9732761
72,55.7006676,-4.3511756,265.2483081
73,55.7031649,-4.3028579,273.366961
74,55.7007878,-4.2973639,294.2949266
75,55.6890076,-4.2639143,348.8116097
76,55.6852923,-4.2621449,334.9090863
77,55.6834882,-4.2555466,331.5289641
78,55.6820694,-4.2492482,323.1177196
79,55.6843962,-4.2387989,332.6053104
80,55.6774522,-4.2424793,338.9853311
81,55.6757717,-4.2333524,326.4641485
82,55.6722435,-4.229938,299.2648373
83,55.6708521,-4.2242319,296.2667225
84,55.6868605,-4.3200157,264.4368162
85,55.684873,-4.3140252,267.369052
86,55.7100858,-4.3079087,260.2947894
87,55.7080303,-4.3014274,277.7921976
88,55.7051084,-4.2958399,278.5940618
89,55.6927695,-4.2576147,336.6753153
90,55.6880414,-4.2572594,358.6530669
91,55.6869313,-4.251008,347.8433132
92,55.6856591,-4.2448369,324.3537217
93,55.681325,-4.2425211,320.0382723
94,55.6797737,-4.2353199,341.3828854
95,55.6789512,-4.2290603,339.8207482
96,55.694503,-4.2508618,329.3865043
97,55.690883,-4.2510939,347.9880988
98,55.6902192,-4.2453546,331.5969455
99,55.6888779,-4.2384424,342.3173315
100,55.6834587,-4.2320011,351.8350174
101,55.6824184,-4.2261322,350.879348
102,55.6934136,-4.24561,336.2397063
103,55.6924544,-4.237755,338.4157105
104,55.6911212,-4.2320672,367.9083054
105,55.687693,-4.2326471,355.1484423
106,55.6826523,-4.3075213,274.7507611
107,55.685352,-4.218627,352.6615661
108,55.697556,-4.2435947,324.468235
109,55.6963439,-4.2370037,333.1065865
110,55.6638531,-4.2286959,262.9777867
111,55.690153,-4.2259747,364.6104787
112,55.6890133,-4.2193133,367.7555169
113,55.6842439,-4.2124318,335.9466499
114,55.6993003,-4.2321245,315.4370841
115,55.6950853,-4.2303861,344.443222
116,55.6939586,-4.2243398,357.236797
117,55.6928073,-4.2177415,370.7598
118,55.6877518,-4.2121576,353.1710961
119,55.6865522,-4.2052564,316.6437818
120,55.6816751,-4.1968983,302.8442436
121,55.6801047,-4.1909031,290.4851824
122,55.6979434,-4.2263102,319.3550126
123,55.6967879,-4.2171077,359.7097503
124,55.6916021,-4.1902835,324.8748783
125,55.6910114,-4.2088147,345.8798289
126,55.6902413,-4.2016846,323.946507
127,55.6851202,-4.1953634,314.9050442
128,55.6836549,-4.1885492,300.4046153
129,55.7007064,-4.2177237,323.7709946
130,55.6994554,-4.2107633,327.7970142
131,55.6957561,-4.2105401,345.982739
132,55.6943961,-4.2034999,338.38869
133,55.6931888,-4.196729,322.9589678
134,55.6889552,-4.1948703,315.550731
135,55.6878624,-4.1885664,325.6852382
136,55.7030231,-4.2098094,310.6732598
137,55.6982376,-4.2036597,321.1646816
138,55.7020164,-4.2033048,312.8163918
139,55.6972189,-4.1971489,312.2787996
140,55.693524,-4.1843088,342.4911573
141,55.6763945,-4.3009485,262.541686
142,55.6749349,-4.2924974,273.0473293
143,55.6708669,-4.2927066,271.4716839
144,55.6665143,-4.2907047,265.8367772
145,55.6690184,-4.2832669,268.4980593
146,55.6658449,-4.2791305,261.8740602
147,55.6671859,-4.2724377,271.9988403
148,55.6727872,-4.2855783,282.0488943
149,55.6766662,-4.2841661,285.4528326
150,55.6636522,-4.2866269,260.9572982
151,55.6609589,-4.2817005,259.8216903
152,55.6633729,-4.2738113,259.647856
153,55.6594605,-4.275599,252.3533018
154,55.6558857,-4.2720354,248.7163213
155,55.652466,-4.2780003,248.0940236
156,55.6565449,-4.2821979,254.0908432
157,55.6585292,-4.2883924,254.0521647
158,55.6607178,-4.2936333,253.2908984
159,55.6639493,-4.297466,257.0805915
160,55.6599391,-4.3011412,256.5057231
161,55.6567735,-4.2960029,244.8152344
162,55.6546714,-4.2890066,248.2216255
163,55.6553233,-4.30395,251.5642761
164,55.6527372,-4.3126622,244.0446928
165,55.6487397,-4.3158907,234.9052083
166,55.6519364,-4.2977615,238.0716198
167,55.6509882,-4.3046775,235.2860461
168,55.6516156,-4.3213598,235.0675193
169,55.6485593,-4.325169,225.9030829
170,55.6457112,-4.3191456,231.653985
171,55.6449435,-4.3270039,227.9316603
172,55.6431651,-4.3333346,223.6906635
173,55.6420808,-4.3208733,237.8338852
174,55.6386207,-4.315934,244.3237546
175,55.6381257,-4.3227943,239.513613
176,55.6400236,-4.3291226,235.8124393
177,55.6385646,-4.3364788,230.8019936
178,55.6350646,-4.3299002,234.2619591
179,55.6415863,-4.341805,215.8902
180,55.6642555,-4.3215003,239.5069691
181,55.6631869,-4.3122476,252.6489944
182,55.6587871,-4.3082964,267.998977
183,55.6607224,-4.3190504,267.2897552
184,55.6573722,-4.3151797,281.6257865
185,55.6597314,-4.3272951,241.057968
186,55.6548648,-4.3247593,243.5853512
187,55.655878,-4.3312555,233.908665
188,55.6519012,-4.3293547,233.7405803
189,55.6760638,-4.3180336,255.5465551
190,55.6732087,-4.3090394,252.9638068
191,55.6720401,-4.3005693,264.5806016
192,55.669145,-4.3071052,249.689495
193,55.6676931,-4.2992636,253.8876601
194,55.6642606,-4.3049411,251.0934729
195,55.6718169,-4.3171236,249.5014564
196,55.6692447,-4.3220127,240.1989698
197,55.6675417,-4.3145247,235.4794731
198,55.6777586,-4.324956,260.5583099
199,55.67702,-4.3325324,259.3222049
200,55.6769189,-4.339699,258.2104983
201,55.6734408,-4.3393882,251.5394926
202,55.6696714,-4.3453012,249.0416447
203,55.6692104,-4.3381849,246.1638347
204,55.6725005,-4.3329082,249.4366285
205,55.6737727,-4.3245498,252.8136299
206,55.669167,-4.3311725,230.3497918
207,55.6784103,-4.3089046,259.5600208
208,55.6803406,-4.3170397,273.1046589
209,55.6821327,-4.3238565,262.8390653
210,55.6805257,-4.3325536,258.3638946
211,55.6804473,-4.3408345,256.1840136
212,55.6783551,-4.34806,247.641727
213,55.6773727,-4.355795,242.3774289
214,55.6729877,-4.3551018,254.0840285
215,55.6736769,-4.3471601,253.7998639
